i	value	birth	sign	arc	q	r
14830	39375690593	11684641010	S	40	3	4321767563
14831	39375690590	11684641016	S	40	3	4321767542
14832	39375690587	11684641022	S	40	3	4321767521
14833	39375690584	11684641028	S	40	3	4321767500
14834	39375690581	11684641034	S	40	3	4321767479
14835	39375690578	11684641040	S	40	3	4321767458
14836	39375690575	11684641046	S	40	3	4321767437
14837	39375690572	11684641052	S	40	3	4321767416
14838	39375690569	11684641058	S	40	3	4321767395
14839	39375690566	11684641064	S	40	3	4321767374
14840	39375690563	11684641070	S	40	3	4321767353
14841	39375690560	11684641076	S	40	3	4321767332
14842	39375690557	11684641082	S	40	3	4321767311
14843	39375690554	11684641088	S	40	3	4321767290
14844	39375690551	11684641094	S	40	3	4321767269
14845	39375690548	11684641100	S	40	3	4321767248
14846	39375690545	11684641106	S	40	3	4321767227
14847	39375690542	11684641112	S	40	3	4321767206
14848	39375690539	11684641118	S	40	3	4321767185
14849	39375690536	11684641124	S	40	3	4321767164
14850	39375690533	11684641130	S	40	3	4321767143
14851	39375690530	11684641136	S	40	3	4321767122
14852	39375690527	11684641142	S	40	3	4321767101
14853	39375690524	11684641148	S	40	3	4321767080
14854	39375690521	11684641154	S	40	3	4321767059
14855	39375690518	11684641160	S	40	3	4321767038
14856	39375690515	11684641166	S	40	3	4321767017
14857	39375690512	11684641172	S	40	3	4321766996
14858	39375690509	11684641178	S	40	3	4321766975
14859	39375690506	11684641184	S	40	3	4321766954
14860	39375690503	11684641190	S	40	3	4321766933
14861	39375690500	11684641196	S	40	3	4321766912
14862	39375690497	11684641202	S	40	3	4321766891
14863	39375690494	11684641208	S	40	3	4321766870
14864	39375690491	11684641214	S	40	3	4321766849
14865	39375690488	11684641220	S	40	3	4321766828
14866	39375690485	11684641226	S	40	3	4321766807
14867	39375690482	11684641232	S	40	3	4321766786
14868	39375690479	11684641238	S	40	3	4321766765
14869	39375690476	11684641244	S	40	3	4321766744
14870	39375690473	11684641250	S	40	3	4321766723
14871	39375690470	11684641256	S	40	3	4321766702
14872	39375690467	11684641262	S	40	3	4321766681
14873	39375690464	11684641268	S	40	3	4321766660
14874	39375690461	11684641274	S	40	3	4321766639
14875	39375690458	11684641280	S	40	3	4321766618
14876	39375690455	11684641286	S	40	3	4321766597
14877	39375690452	11684641292	S	40	3	4321766576
14878	39375690449	11684641298	S	40	3	4321766555
14879	39375690446	11684641304	S	40	3	4321766534
14880	39375690443	11684641310	S	40	3	4321766513
14881	39375690440	11684641316	S	40	3	4321766492
14882	39375690437	11684641322	S	40	3	4321766471
14883	39375690434	11684641328	S	40	3	4321766450
14884	39375690431	11684641334	S	40	3	4321766429
14885	39375690428	11684641340	S	40	3	4321766408
14886	39375690425	11684641346	S	40	3	4321766387
14887	39375690422	11684641352	S	40	3	4321766366
14888	39375690419	11684641358	S	40	3	4321766345
14889	39375690416	11684641364	S	40	3	4321766324
14890	39375690413	11684641370	S	40	3	4321766303
14891	39375690410	11684641376	S	40	3	4321766282
14892	39375690407	11684641382	S	40	3	4321766261
14893	39375690404	11684641388	S	40	3	4321766240
14894	39375690401	11684641394	S	40	3	4321766219
14895	39375690398	11684641400	S	40	3	4321766198
14896	39375690395	11684641406	S	40	3	4321766177
14897	39375690392	11684641412	S	40	3	4321766156
14898	39375690389	11684641418	S	40	3	4321766135
14899	39375690386	11684641424	S	40	3	4321766114
14900	39375690383	11684641430	S	40	3	4321766093
14901	39375690380	11684641436	S	40	3	4321766072
14902	39375690377	11684641442	S	40	3	4321766051
14903	39375690374	11684641448	S	40	3	4321766030
14904	39375690371	11684641454	S	40	3	4321766009
14905	39375690368	11684641460	S	40	3	4321765988
14906	39375690365	11684641466	S	40	3	4321765967
14907	39375690362	11684641472	S	40	3	4321765946
14908	39375690359	11684641478	S	40	3	4321765925
14909	39375690356	11684641484	S	40	3	4321765904
14910	39375690353	11684641490	S	40	3	4321765883
14911	39375690350	11684641496	S	40	3	4321765862
14912	39375690347	11684641502	S	40	3	4321765841
14913	39375690344	11684641508	S	40	3	4321765820
14914	39375690341	11684641514	S	40	3	4321765799
14915	39375690338	11684641520	S	40	3	4321765778
14916	39375690335	11684641526	S	40	3	4321765757
14917	39375690332	11684641532	S	40	3	4321765736
14918	39375690329	11684641538	S	40	3	4321765715
14919	39375690326	11684641544	S	40	3	4321765694
14920	39375690323	11684641550	S	40	3	4321765673
14921	39375690320	11684641556	S	40	3	4321765652
14922	39375690317	11684641562	S	40	3	4321765631
14923	39375690314	11684641568	S	40	3	4321765610
14924	39375690311	11684641574	S	40	3	4321765589
14925	39375690308	11684641580	S	40	3	4321765568
14926	39375690305	11684641586	S	40	3	4321765547
14927	39375690302	11684641592	S	40	3	4321765526
14928	39375690299	11684641598	S	40	3	4321765505
14929	39375690296	11684641604	S	40	3	4321765484
14930	39375690293	11684641610	S	40	3	4321765463
14931	39375690290	11684641616	S	40	3	4321765442
14932	39375690287	11684641622	S	40	3	4321765421
14933	39375690284	11684641628	S	40	3	4321765400
14934	39375690281	11684641634	S	40	3	4321765379
14935	39375690278	11684641640	S	40	3	4321765358
14936	39375690275	11684641646	S	40	3	4321765337
14937	39375690272	11684641652	S	40	3	4321765316
14938	39375690269	11684641658	S	40	3	4321765295
14939	39375690266	11684641664	S	40	3	4321765274
14940	39375690263	11684641670	S	40	3	4321765253
14941	39375690260	11684641676	S	40	3	4321765232
14942	39375690257	11684641682	S	40	3	4321765211
14943	39375690254	11684641688	S	40	3	4321765190
14944	39375690251	11684641694	S	40	3	4321765169
14945	39375690248	11684641700	S	40	3	4321765148
14946	39375690245	11684641706	S	40	3	4321765127
14947	39375690242	11684641712	S	40	3	4321765106
14948	39375690239	11684641718	S	40	3	4321765085
14949	39375690236	11684641724	S	40	3	4321765064
14950	39375690233	11684641730	S	40	3	4321765043
14951	39375690230	11684641736	S	40	3	4321765022
14952	39375690227	11684641742	S	40	3	4321765001
14953	39375690224	11684641748	S	40	3	4321764980
14954	39375690221	11684641754	S	40	3	4321764959
14955	39375690218	11684641760	S	40	3	4321764938
14956	39375690215	11684641766	S	40	3	4321764917
14957	39375690212	11684641772	S	40	3	4321764896
14958	39375690209	11684641778	S	40	3	4321764875
14959	39375690206	11684641784	S	40	3	4321764854
14960	39375690203	11684641790	S	40	3	4321764833
14961	39375690200	11684641796	S	40	3	4321764812
14962	39375690197	11684641802	S	40	3	4321764791
14963	39375690194	11684641808	S	40	3	4321764770
14964	39375690191	11684641814	S	40	3	4321764749
14965	39375690188	11684641820	S	40	3	4321764728
14966	39375690185	11684641826	S	40	3	4321764707
14967	39375690182	11684641832	S	40	3	4321764686
14968	39375690179	11684641838	S	40	3	4321764665
14969	39375690176	11684641844	S	40	3	4321764644
14970	39375690173	11684641850	S	40	3	4321764623
14971	39375690170	11684641856	S	40	3	4321764602
14972	39375690167	11684641862	S	40	3	4321764581
14973	39375690164	11684641868	S	40	3	4321764560
14974	39375690161	11684641874	S	40	3	4321764539
14975	39375690158	11684641880	S	40	3	4321764518
14976	39375690155	11684641886	S	40	3	4321764497
14977	39375690152	11684641892	S	40	3	4321764476
14978	39375690149	11684641898	S	40	3	4321764455
14979	39375690146	11684641904	S	40	3	4321764434
14980	39375690143	11684641910	S	40	3	4321764413
14981	39375690140	11684641916	S	40	3	4321764392
14982	39375690137	11684641922	S	40	3	4321764371
14983	39375690134	11684641928	S	40	3	4321764350
14984	39375690131	11684641934	S	40	3	4321764329
14985	39375690128	11684641940	S	40	3	4321764308
14986	39375690125	11684641946	S	40	3	4321764287
14987	39375690122	11684641952	S	40	3	4321764266
14988	39375690119	11684641958	S	40	3	4321764245
14989	39375690116	11684641964	S	40	3	4321764224
14990	39375690113	11684641970	S	40	3	4321764203
14991	39375690110	11684641976	S	40	3	4321764182
14992	39375690107	11684641982	S	40	3	4321764161
14993	39375690104	11684641988	S	40	3	4321764140
14994	39375690101	11684641994	S	40	3	4321764119
14995	39375690098	11684642000	S	40	3	4321764098
14996	39375690095	11684642006	S	40	3	4321764077
14997	39375690092	11684642012	S	40	3	4321764056
14998	39375690089	11684642018	S	40	3	4321764035
14999	39375690086	11684642024	S	40	3	4321764014
15000	39375690083	11684642030	S	40	3	4321763993
15001	39375690080	11684642036	S	40	3	4321763972
15002	39375690077	11684642042	S	40	3	4321763951
15003	39375690074	11684642048	S	40	3	4321763930
15004	39375690071	11684642054	S	40	3	4321763909
15005	39375690068	11684642060	S	40	3	4321763888
15006	39375690065	11684642066	S	40	3	4321763867
15007	39375690062	11684642072	S	40	3	4321763846
15008	39375690059	11684642078	S	40	3	4321763825
15009	39375690056	11684642084	S	40	3	4321763804
15010	39375690053	11684642090	S	40	3	4321763783
15011	39375690050	11684642096	S	40	3	4321763762
15012	39375690047	11684642102	S	40	3	4321763741
15013	39375690044	11684642108	S	40	3	4321763720
15014	39375690041	11684642114	S	40	3	4321763699
15015	39375690038	11684642120	S	40	3	4321763678
15016	39375690035	11684642126	S	40	3	4321763657
15017	39375690032	11684642132	S	40	3	4321763636
15018	39375690029	11684642138	S	40	3	4321763615
15019	39375690026	11684642144	S	40	3	4321763594
15020	39375690023	11684642150	S	40	3	4321763573
15021	39375690020	11684642156	S	40	3	4321763552
15022	39375690017	11684642162	S	40	3	4321763531
15023	39375690014	11684642168	S	40	3	4321763510
15024	39375690011	11684642174	S	40	3	4321763489
15025	39375690008	11684642180	S	40	3	4321763468
15026	39375690005	11684642186	S	40	3	4321763447
15027	39375690002	11684642192	S	40	3	4321763426
15028	39375689999	11684642198	S	40	3	4321763405
15029	39375689996	11684642204	S	40	3	4321763384
15030	39375689993	11684642210	S	40	3	4321763363
15031	39375689990	11684642216	S	40	3	4321763342
15032	39375689987	11684642222	S	40	3	4321763321
15033	39375689984	11684642228	S	40	3	4321763300
15034	39375689981	11684642234	S	40	3	4321763279
15035	39375689978	11684642240	S	40	3	4321763258
15036	39375689975	11684642246	S	40	3	4321763237
15037	39375689972	11684642252	S	40	3	4321763216
15038	39375689969	11684642258	S	40	3	4321763195
15039	39375689966	11684642264	S	40	3	4321763174
15040	39375689963	11684642270	S	40	3	4321763153
15041	39375689960	11684642276	S	40	3	4321763132
15042	39375689957	11684642282	S	40	3	4321763111
15043	39375689954	11684642288	S	40	3	4321763090
15044	39375689951	11684642294	S	40	3	4321763069
15045	39375689948	11684642300	S	40	3	4321763048
15046	39375689945	11684642306	S	40	3	4321763027
15047	39375689942	11684642312	S	40	3	4321763006
15048	39375689939	11684642318	S	40	3	4321762985
15049	39375689936	11684642324	S	40	3	4321762964
15050	39375689933	11684642330	S	40	3	4321762943
15051	39375689930	11684642336	S	40	3	4321762922
15052	39375689927	11684642342	S	40	3	4321762901
15053	39375689924	11684642348	S	40	3	4321762880
15054	39375689921	11684642354	S	40	3	4321762859
15055	39375689918	11684642360	S	40	3	4321762838
15056	39375689915	11684642366	S	40	3	4321762817
15057	39375689912	11684642372	S	40	3	4321762796
15058	39375689909	11684642378	S	40	3	4321762775
15059	39375689906	11684642384	S	40	3	4321762754
15060	39375689903	11684642390	S	40	3	4321762733
15061	39375689900	11684642396	S	40	3	4321762712
15062	39375689897	11684642402	S	40	3	4321762691
15063	39375689894	11684642408	S	40	3	4321762670
15064	39375689891	11684642414	S	40	3	4321762649
15065	39375689888	11684642420	S	40	3	4321762628
15066	39375689885	11684642426	S	40	3	4321762607
15067	39375689882	11684642432	S	40	3	4321762586
15068	39375689879	11684642438	S	40	3	4321762565
15069	39375689876	11684642444	S	40	3	4321762544
15070	39375689873	11684642450	S	40	3	4321762523
15071	39375689870	11684642456	S	40	3	4321762502
15072	39375689867	11684642462	S	40	3	4321762481
15073	39375689864	11684642468	S	40	3	4321762460
15074	39375689861	11684642474	S	40	3	4321762439
15075	39375689858	11684642480	S	40	3	4321762418
15076	39375689855	11684642486	S	40	3	4321762397
15077	39375689852	11684642492	S	40	3	4321762376
15078	39375689849	11684642498	S	40	3	4321762355
15079	39375689846	11684642504	S	40	3	4321762334
15080	39375689843	11684642510	S	40	3	4321762313
15081	39375689840	11684642516	S	40	3	4321762292
15082	39375689837	11684642522	S	40	3	4321762271
15083	39375689834	11684642528	S	40	3	4321762250
15084	39375689831	11684642534	S	40	3	4321762229
15085	39375689828	11684642540	S	40	3	4321762208
15086	39375689825	11684642546	S	40	3	4321762187
15087	39375689822	11684642552	S	40	3	4321762166
15088	39375689819	11684642558	S	40	3	4321762145
15089	39375689816	11684642564	S	40	3	4321762124
15090	39375689813	11684642570	S	40	3	4321762103
15091	39375689810	11684642576	S	40	3	4321762082
15092	39375689807	11684642582	S	40	3	4321762061
15093	39375689804	11684642588	S	40	3	4321762040
15094	39375689801	11684642594	S	40	3	4321762019
15095	39375689798	11684642600	S	40	3	4321761998
15096	39375689795	11684642606	S	40	3	4321761977
15097	39375689792	11684642612	S	40	3	4321761956
15098	39375689789	11684642618	S	40	3	4321761935
15099	39375689786	11684642624	S	40	3	4321761914
15100	39375689783	11684642630	S	40	3	4321761893
15101	39375689780	11684642636	S	40	3	4321761872
15102	39375689777	11684642642	S	40	3	4321761851
15103	39375689774	11684642648	S	40	3	4321761830
15104	39375689771	11684642654	S	40	3	4321761809
15105	39375689768	11684642660	S	40	3	4321761788
15106	39375689765	11684642666	S	40	3	4321761767
15107	39375689762	11684642672	S	40	3	4321761746
15108	39375689759	11684642678	S	40	3	4321761725
15109	39375689756	11684642684	S	40	3	4321761704
15110	39375689753	11684642690	S	40	3	4321761683
15111	39375689750	11684642696	S	40	3	4321761662
15112	39375689747	11684642702	S	40	3	4321761641
15113	39375689744	11684642708	S	40	3	4321761620
15114	39375689741	11684642714	S	40	3	4321761599
15115	39375689738	11684642720	S	40	3	4321761578
15116	39375689735	11684642726	S	40	3	4321761557
15117	39375689732	11684642732	S	40	3	4321761536
15118	39375689729	11684642738	S	40	3	4321761515
15119	39375689726	11684642744	S	40	3	4321761494
15120	39375689723	11684642750	S	40	3	4321761473
15121	39375689720	11684642756	S	40	3	4321761452
15122	39375689717	11684642762	S	40	3	4321761431
15123	39375689714	11684642768	S	40	3	4321761410
15124	39375689711	11684642774	S	40	3	4321761389
15125	39375689708	11684642780	S	40	3	4321761368
15126	39375689705	11684642786	S	40	3	4321761347
15127	39375689702	11684642792	S	40	3	4321761326
15128	39375689699	11684642798	S	40	3	4321761305
15129	39375689696	11684642804	S	40	3	4321761284
15130	39375689693	11684642810	S	40	3	4321761263
15131	39375689690	11684642816	S	40	3	4321761242
15132	39375689687	11684642822	S	40	3	4321761221
15133	39375689684	11684642828	S	40	3	4321761200
15134	39375689681	11684642834	S	40	3	4321761179
15135	39375689678	11684642840	S	40	3	4321761158
15136	39375689675	11684642846	S	40	3	4321761137
15137	39375689672	11684642852	S	40	3	4321761116
15138	39375689669	11684642858	S	40	3	4321761095
15139	39375689666	11684642864	S	40	3	4321761074
15140	39375689663	11684642870	S	40	3	4321761053
15141	39375689660	11684642876	S	40	3	4321761032
15142	39375689657	11684642882	S	40	3	4321761011
15143	39375689654	11684642888	S	40	3	4321760990
15144	39375689651	11684642894	S	40	3	4321760969
15145	39375689648	11684642900	S	40	3	4321760948
15146	39375689645	11684642906	S	40	3	4321760927
15147	39375689642	11684642912	S	40	3	4321760906
15148	39375689639	11684642918	S	40	3	4321760885
15149	39375689636	11684642924	S	40	3	4321760864
15150	39375689633	11684642930	S	40	3	4321760843
15151	39375689630	11684642936	S	40	3	4321760822
15152	39375689627	11684642942	S	40	3	4321760801
15153	39375689624	11684642948	S	40	3	4321760780
15154	39375689621	11684642954	S	40	3	4321760759
15155	39375689618	11684642960	S	40	3	4321760738
15156	39375689615	11684642966	S	40	3	4321760717
15157	39375689612	11684642972	S	40	3	4321760696
15158	39375689609	11684642978	S	40	3	4321760675
15159	39375689606	11684642984	S	40	3	4321760654
15160	39375689603	11684642990	S	40	3	4321760633
15161	39375689600	11684642996	S	40	3	4321760612
15162	39375689597	11684643002	S	40	3	4321760591
15163	39375689594	11684643008	S	40	3	4321760570
15164	39375689591	11684643014	S	40	3	4321760549
15165	39375689588	11684643020	S	40	3	4321760528
15166	39375689585	11684643026	S	40	3	4321760507
15167	39375689582	11684643032	S	40	3	4321760486
15168	39375689579	11684643038	S	40	3	4321760465
15169	39375689576	11684643044	S	40	3	4321760444
15170	39375689573	11684643050	S	40	3	4321760423
15171	39375689570	11684643056	S	40	3	4321760402
15172	39375689567	11684643062	S	40	3	4321760381
15173	39375689564	11684643068	S	40	3	4321760360
15174	39375689561	11684643074	S	40	3	4321760339
15175	39375689558	11684643080	S	40	3	4321760318
15176	39375689555	11684643086	S	40	3	4321760297
15177	39375689552	11684643092	S	40	3	4321760276
15178	39375689549	11684643098	S	40	3	4321760255
15179	39375689546	11684643104	S	40	3	4321760234
15180	39375689543	11684643110	S	40	3	4321760213
15181	39375689540	11684643116	S	40	3	4321760192
15182	39375689537	11684643122	S	40	3	4321760171
15183	39375689534	11684643128	S	40	3	4321760150
15184	39375689531	11684643134	S	40	3	4321760129
15185	39375689528	11684643140	S	40	3	4321760108
15186	39375689525	11684643146	S	40	3	4321760087
15187	39375689522	11684643152	S	40	3	4321760066
15188	39375689519	11684643158	S	40	3	4321760045
15189	39375689516	11684643164	S	40	3	4321760024
15190	39375689513	11684643170	S	40	3	4321760003
15191	39375689510	11684643176	S	40	3	4321759982
15192	39375689507	11684643182	S	40	3	4321759961
15193	39375689504	11684643188	S	40	3	4321759940
15194	39375689501	11684643194	S	40	3	4321759919
15195	39375689498	11684643200	S	40	3	4321759898
15196	39375689495	11684643206	S	40	3	4321759877
15197	39375689492	11684643212	S	40	3	4321759856
15198	39375689489	11684643218	S	40	3	4321759835
15199	39375689486	11684643224	S	40	3	4321759814
15200	39375689483	11684643230	S	40	3	4321759793
15201	39375689480	11684643236	S	40	3	4321759772
15202	39375689477	11684643242	S	40	3	4321759751
15203	39375689474	11684643248	S	40	3	4321759730
15204	39375689471	11684643254	S	40	3	4321759709
15205	39375689468	11684643260	S	40	3	4321759688
15206	39375689465	11684643266	S	40	3	4321759667
15207	39375689462	11684643272	S	40	3	4321759646
15208	39375689459	11684643278	S	40	3	4321759625
15209	39375689456	11684643284	S	40	3	4321759604
15210	39375689453	11684643290	S	40	3	4321759583
15211	39375689450	11684643296	S	40	3	4321759562
15212	39375689447	11684643302	S	40	3	4321759541
15213	39375689444	11684643308	S	40	3	4321759520
15214	39375689441	11684643314	S	40	3	4321759499
15215	39375689438	11684643320	S	40	3	4321759478
15216	39375689435	11684643326	S	40	3	4321759457
15217	39375689432	11684643332	S	40	3	4321759436
15218	39375689429	11684643338	S	40	3	4321759415
15219	39375689426	11684643344	S	40	3	4321759394
15220	39375689423	11684643350	S	40	3	4321759373
15221	39375689420	11684643356	S	40	3	4321759352
15222	39375689417	11684643362	S	40	3	4321759331
15223	39375689414	11684643368	S	40	3	4321759310
15224	39375689411	11684643374	S	40	3	4321759289
15225	39375689408	11684643380	S	40	3	4321759268
15226	39375689405	11684643386	S	40	3	4321759247
15227	39375689402	11684643392	S	40	3	4321759226
15228	39375689399	11684643398	S	40	3	4321759205
15229	39375689396	11684643404	S	40	3	4321759184
15230	39375689393	11684643410	S	40	3	4321759163
15231	39375689390	11684643416	S	40	3	4321759142
15232	39375689387	11684643422	S	40	3	4321759121
15233	39375689384	11684643428	S	40	3	4321759100
15234	39375689381	11684643434	S	40	3	4321759079
15235	39375689378	11684643440	S	40	3	4321759058
15236	39375689375	11684643446	S	40	3	4321759037
15237	39375689372	11684643452	S	40	3	4321759016
15238	39375689369	11684643458	S	40	3	4321758995
15239	39375689366	11684643464	S	40	3	4321758974
15240	39375689363	11684643470	S	40	3	4321758953
15241	39375689360	11684643476	S	40	3	4321758932
15242	39375689357	11684643482	S	40	3	4321758911
15243	39375689354	11684643488	S	40	3	4321758890
15244	39375689351	11684643494	S	40	3	4321758869
15245	39375689348	11684643500	S	40	3	4321758848
15246	39375689345	11684643506	S	40	3	4321758827
15247	39375689342	11684643512	S	40	3	4321758806
15248	39375689339	11684643518	S	40	3	4321758785
15249	39375689336	11684643524	S	40	3	4321758764
15250	39375689333	11684643530	S	40	3	4321758743
15251	39375689330	11684643536	S	40	3	4321758722
15252	39375689327	11684643542	S	40	3	4321758701
15253	39375689324	11684643548	S	40	3	4321758680
15254	39375689321	11684643554	S	40	3	4321758659
15255	39375689318	11684643560	S	40	3	4321758638
15256	39375689315	11684643566	S	40	3	4321758617
15257	39375689312	11684643572	S	40	3	4321758596
15258	39375689309	11684643578	S	40	3	4321758575
15259	39375689306	11684643584	S	40	3	4321758554
15260	39375689303	11684643590	S	40	3	4321758533
15261	39375689300	11684643596	S	40	3	4321758512
15262	39375689297	11684643602	S	40	3	4321758491
15263	39375689294	11684643608	S	40	3	4321758470
15264	39375689291	11684643614	S	40	3	4321758449
15265	39375689288	11684643620	S	40	3	4321758428
15266	39375689285	11684643626	S	40	3	4321758407
15267	39375689282	11684643632	S	40	3	4321758386
15268	39375689279	11684643638	S	40	3	4321758365
15269	39375689276	11684643644	S	40	3	4321758344
15270	39375689273	11684643650	S	40	3	4321758323
15271	39375689270	11684643656	S	40	3	4321758302
15272	39375689267	11684643662	S	40	3	4321758281
15273	39375689264	11684643668	S	40	3	4321758260
15274	39375689261	11684643674	S	40	3	4321758239
15275	39375689258	11684643680	S	40	3	4321758218
15276	39375689255	11684643686	S	40	3	4321758197
15277	39375689252	11684643692	S	40	3	4321758176
15278	39375689249	11684643698	S	40	3	4321758155
15279	39375689246	11684643704	S	40	3	4321758134
15280	39375689243	11684643710	S	40	3	4321758113
15281	39375689240	11684643716	S	40	3	4321758092
15282	39375689237	11684643722	S	40	3	4321758071
15283	39375689234	11684643728	S	40	3	4321758050
15284	39375689231	11684643734	S	40	3	4321758029
15285	39375689228	11684643740	S	40	3	4321758008
15286	39375689225	11684643746	S	40	3	4321757987
15287	39375689222	11684643752	S	40	3	4321757966
15288	39375689219	11684643758	S	40	3	4321757945
15289	39375689216	11684643764	S	40	3	4321757924
15290	39375689213	11684643770	S	40	3	4321757903
15291	39375689210	11684643776	S	40	3	4321757882
15292	39375689207	11684643782	S	40	3	4321757861
15293	39375689204	11684643788	S	40	3	4321757840
15294	39375689201	11684643794	S	40	3	4321757819
15295	39375689198	11684643800	S	40	3	4321757798
15296	39375689195	11684643806	S	40	3	4321757777
15297	39375689192	11684643812	S	40	3	4321757756
15298	39375689189	11684643818	S	40	3	4321757735
15299	39375689186	11684643824	S	40	3	4321757714
15300	39375689183	11684643830	S	40	3	4321757693
15301	39375689180	11684643836	S	40	3	4321757672
15302	39375689177	11684643842	S	40	3	4321757651
15303	39375689174	11684643848	S	40	3	4321757630
15304	39375689171	11684643854	S	40	3	4321757609
15305	39375689168	11684643860	S	40	3	4321757588
15306	39375689165	11684643866	S	40	3	4321757567
15307	39375689162	11684643872	S	40	3	4321757546
15308	39375689159	11684643878	S	40	3	4321757525
15309	39375689156	11684643884	S	40	3	4321757504
15310	39375689153	11684643890	S	40	3	4321757483
15311	39375689150	11684643896	S	40	3	4321757462
15312	39375689147	11684643902	S	40	3	4321757441
15313	39375689144	11684643908	S	40	3	4321757420
15314	39375689141	11684643914	S	40	3	4321757399
15315	39375689138	11684643920	S	40	3	4321757378
15316	39375689135	11684643926	S	40	3	4321757357
15317	39375689132	11684643932	S	40	3	4321757336
15318	39375689129	11684643938	S	40	3	4321757315
15319	39375689126	11684643944	S	40	3	4321757294
15320	39375689123	11684643950	S	40	3	4321757273
15321	39375689120	11684643956	S	40	3	4321757252
15322	39375689117	11684643962	S	40	3	4321757231
15323	39375689114	11684643968	S	40	3	4321757210
15324	39375689111	11684643974	S	40	3	4321757189
15325	39375689108	11684643980	S	40	3	4321757168
15326	39375689105	11684643986	S	40	3	4321757147
15327	39375689102	11684643992	S	40	3	4321757126
15328	39375689099	11684643998	S	40	3	4321757105
15329	39375689096	11684644004	S	40	3	4321757084
15330	39375689093	11684644010	S	40	3	4321757063
15331	39375689090	11684644016	S	40	3	4321757042
15332	39375689087	11684644022	S	40	3	4321757021
15333	39375689084	11684644028	S	40	3	4321757000
15334	39375689081	11684644034	S	40	3	4321756979
15335	39375689078	11684644040	S	40	3	4321756958
15336	39375689075	11684644046	S	40	3	4321756937
15337	39375689072	11684644052	S	40	3	4321756916
15338	39375689069	11684644058	S	40	3	4321756895
15339	39375689066	11684644064	S	40	3	4321756874
15340	39375689063	11684644070	S	40	3	4321756853
15341	39375689060	11684644076	S	40	3	4321756832
15342	39375689057	11684644082	S	40	3	4321756811
15343	39375689054	11684644088	S	40	3	4321756790
15344	39375689051	11684644094	S	40	3	4321756769
15345	39375689048	11684644100	S	40	3	4321756748
15346	39375689045	11684644106	S	40	3	4321756727
15347	39375689042	11684644112	S	40	3	4321756706
15348	39375689039	11684644118	S	40	3	4321756685
15349	39375689036	11684644124	S	40	3	4321756664
15350	39375689033	11684644130	S	40	3	4321756643
15351	39375689030	11684644136	S	40	3	4321756622
15352	39375689027	11684644142	S	40	3	4321756601
15353	39375689024	11684644148	S	40	3	4321756580
15354	39375689021	11684644154	S	40	3	4321756559
15355	39375689018	11684644160	S	40	3	4321756538
15356	39375689015	11684644166	S	40	3	4321756517
15357	39375689012	11684644172	S	40	3	4321756496
15358	39375689009	11684644178	S	40	3	4321756475
15359	39375689006	11684644184	S	40	3	4321756454
15360	39375689003	11684644190	S	40	3	4321756433
15361	39375689000	11684644196	S	40	3	4321756412
15362	39375688997	11684644202	S	40	3	4321756391
15363	39375688994	11684644208	S	40	3	4321756370
15364	39375688991	11684644214	S	40	3	4321756349
15365	39375688988	11684644220	S	40	3	4321756328
15366	39375688985	11684644226	S	40	3	4321756307
15367	39375688982	11684644232	S	40	3	4321756286
15368	39375688979	11684644238	S	40	3	4321756265
15369	39375688976	11684644244	S	40	3	4321756244
15370	39375688973	11684644250	S	40	3	4321756223
15371	39375688970	11684644256	S	40	3	4321756202
15372	39375688967	11684644262	S	40	3	4321756181
15373	39375688964	11684644268	S	40	3	4321756160
15374	39375688961	11684644274	S	40	3	4321756139
15375	39375688958	11684644280	S	40	3	4321756118
15376	39375688955	11684644286	S	40	3	4321756097
15377	39375688952	11684644292	S	40	3	4321756076
15378	39375688949	11684644298	S	40	3	4321756055
15379	39375688946	11684644304	S	40	3	4321756034
15380	39375688943	11684644310	S	40	3	4321756013
15381	39375688940	11684644316	S	40	3	4321755992
15382	39375688937	11684644322	S	40	3	4321755971
15383	39375688934	11684644328	S	40	3	4321755950
15384	39375688931	11684644334	S	40	3	4321755929
15385	39375688928	11684644340	S	40	3	4321755908
15386	39375688925	11684644346	S	40	3	4321755887
15387	39375688922	11684644352	S	40	3	4321755866
15388	39375688919	11684644358	S	40	3	4321755845
15389	39375688916	11684644364	S	40	3	4321755824
15390	39375688913	11684644370	S	40	3	4321755803
15391	39375688910	11684644376	S	40	3	4321755782
15392	39375688907	11684644382	S	40	3	4321755761
15393	39375688904	11684644388	S	40	3	4321755740
15394	39375688901	11684644394	S	40	3	4321755719
15395	39375688898	11684644400	S	40	3	4321755698
15396	39375688895	11684644406	S	40	3	4321755677
15397	39375688892	11684644412	S	40	3	4321755656
15398	39375688889	11684644418	S	40	3	4321755635
15399	39375688886	11684644424	S	40	3	4321755614
15400	39375688883	11684644430	S	40	3	4321755593
15401	39375688880	11684644436	S	40	3	4321755572
15402	39375688877	11684644442	S	40	3	4321755551
15403	39375688874	11684644448	S	40	3	4321755530
15404	39375688871	11684644454	S	40	3	4321755509
15405	39375688868	11684644460	S	40	3	4321755488
15406	39375688865	11684644466	S	40	3	4321755467
15407	39375688862	11684644472	S	40	3	4321755446
15408	39375688859	11684644478	S	40	3	4321755425
15409	39375688856	11684644484	S	40	3	4321755404
15410	39375688853	11684644490	S	40	3	4321755383
15411	39375688850	11684644496	S	40	3	4321755362
