i	value	birth	sign	arc	q	r
604	39375733271	11684555654	S	40	3	4322066309
605	39375733268	11684555660	S	40	3	4322066288
606	39375733265	11684555666	S	40	3	4322066267
607	39375733262	11684555672	S	40	3	4322066246
608	39375733259	11684555678	S	40	3	4322066225
609	39375733256	11684555684	S	40	3	4322066204
610	39375733253	11684555690	S	40	3	4322066183
611	39375733250	11684555696	S	40	3	4322066162
612	39375733247	11684555702	S	40	3	4322066141
613	39375733244	11684555708	S	40	3	4322066120
614	39375733241	11684555714	S	40	3	4322066099
615	39375733238	11684555720	S	40	3	4322066078
616	39375733235	11684555726	S	40	3	4322066057
617	39375733232	11684555732	S	40	3	4322066036
618	39375733229	11684555738	S	40	3	4322066015
619	39375733226	11684555744	S	40	3	4322065994
620	39375733223	11684555750	S	40	3	4322065973
621	39375733220	11684555756	S	40	3	4322065952
622	39375733217	11684555762	S	40	3	4322065931
623	39375733214	11684555768	S	40	3	4322065910
624	39375733211	11684555774	S	40	3	4322065889
625	39375733208	11684555780	S	40	3	4322065868
626	39375733205	11684555786	S	40	3	4322065847
627	39375733202	11684555792	S	40	3	4322065826
628	39375733199	11684555798	S	40	3	4322065805
629	39375733196	11684555804	S	40	3	4322065784
630	39375733193	11684555810	S	40	3	4322065763
631	39375733190	11684555816	S	40	3	4322065742
632	39375733187	11684555822	S	40	3	4322065721
633	39375733184	11684555828	S	40	3	4322065700
634	39375733181	11684555834	S	40	3	4322065679
635	39375733178	11684555840	S	40	3	4322065658
636	39375733175	11684555846	S	40	3	4322065637
637	39375733172	11684555852	S	40	3	4322065616
638	39375733169	11684555858	S	40	3	4322065595
639	39375733166	11684555864	S	40	3	4322065574
640	39375733163	11684555870	S	40	3	4322065553
641	39375733160	11684555876	S	40	3	4322065532
642	39375733157	11684555882	S	40	3	4322065511
643	39375733154	11684555888	S	40	3	4322065490
644	39375733151	11684555894	S	40	3	4322065469
645	39375733148	11684555900	S	40	3	4322065448
646	39375733145	11684555906	S	40	3	4322065427
647	39375733142	11684555912	S	40	3	4322065406
648	39375733139	11684555918	S	40	3	4322065385
649	39375733136	11684555924	S	40	3	4322065364
650	39375733133	11684555930	S	40	3	4322065343
651	39375733130	11684555936	S	40	3	4322065322
652	39375733127	11684555942	S	40	3	4322065301
653	39375733124	11684555948	S	40	3	4322065280
654	39375733121	11684555954	S	40	3	4322065259
655	39375733118	11684555960	S	40	3	4322065238
656	39375733115	11684555966	S	40	3	4322065217
657	39375733112	11684555972	S	40	3	4322065196
658	39375733109	11684555978	S	40	3	4322065175
659	39375733106	11684555984	S	40	3	4322065154
660	39375733103	11684555990	S	40	3	4322065133
661	39375733100	11684555996	S	40	3	4322065112
662	39375733097	11684556002	S	40	3	4322065091
663	39375733094	11684556008	S	40	3	4322065070
664	39375733091	11684556014	S	40	3	4322065049
665	39375733088	11684556020	S	40	3	4322065028
666	39375733085	11684556026	S	40	3	4322065007
667	39375733082	11684556032	S	40	3	4322064986
668	39375733079	11684556038	S	40	3	4322064965
669	39375733076	11684556044	S	40	3	4322064944
670	39375733073	11684556050	S	40	3	4322064923
671	39375733070	11684556056	S	40	3	4322064902
672	39375733067	11684556062	S	40	3	4322064881
673	39375733064	11684556068	S	40	3	4322064860
674	39375733061	11684556074	S	40	3	4322064839
675	39375733058	11684556080	S	40	3	4322064818
676	39375733055	11684556086	S	40	3	4322064797
677	39375733052	11684556092	S	40	3	4322064776
678	39375733049	11684556098	S	40	3	4322064755
679	39375733046	11684556104	S	40	3	4322064734
680	39375733043	11684556110	S	40	3	4322064713
681	39375733040	11684556116	S	40	3	4322064692
682	39375733037	11684556122	S	40	3	4322064671
683	39375733034	11684556128	S	40	3	4322064650
684	39375733031	11684556134	S	40	3	4322064629
685	39375733028	11684556140	S	40	3	4322064608
686	39375733025	11684556146	S	40	3	4322064587
687	39375733022	11684556152	S	40	3	4322064566
688	39375733019	11684556158	S	40	3	4322064545
689	39375733016	11684556164	S	40	3	4322064524
690	39375733013	11684556170	S	40	3	4322064503
691	39375733010	11684556176	S	40	3	4322064482
692	39375733007	11684556182	S	40	3	4322064461
693	39375733004	11684556188	S	40	3	4322064440
694	39375733001	11684556194	S	40	3	4322064419
695	39375732998	11684556200	S	40	3	4322064398
696	39375732995	11684556206	S	40	3	4322064377
697	39375732992	11684556212	S	40	3	4322064356
698	39375732989	11684556218	S	40	3	4322064335
699	39375732986	11684556224	S	40	3	4322064314
700	39375732983	11684556230	S	40	3	4322064293
701	39375732980	11684556236	S	40	3	4322064272
702	39375732977	11684556242	S	40	3	4322064251
703	39375732974	11684556248	S	40	3	4322064230
704	39375732971	11684556254	S	40	3	4322064209
705	39375732968	11684556260	S	40	3	4322064188
706	39375732965	11684556266	S	40	3	4322064167
707	39375732962	11684556272	S	40	3	4322064146
708	39375732959	11684556278	S	40	3	4322064125
709	39375732956	11684556284	S	40	3	4322064104
710	39375732953	11684556290	S	40	3	4322064083
711	39375732950	11684556296	S	40	3	4322064062
712	39375732947	11684556302	S	40	3	4322064041
713	39375732944	11684556308	S	40	3	4322064020
714	39375732941	11684556314	S	40	3	4322063999
715	39375732938	11684556320	S	40	3	4322063978
716	39375732935	11684556326	S	40	3	4322063957
717	39375732932	11684556332	S	40	3	4322063936
718	39375732929	11684556338	S	40	3	4322063915
719	39375732926	11684556344	S	40	3	4322063894
720	39375732923	11684556350	S	40	3	4322063873
721	39375732920	11684556356	S	40	3	4322063852
722	39375732917	11684556362	S	40	3	4322063831
723	39375732914	11684556368	S	40	3	4322063810
724	39375732911	11684556374	S	40	3	4322063789
725	39375732908	11684556380	S	40	3	4322063768
726	39375732905	11684556386	S	40	3	4322063747
727	39375732902	11684556392	S	40	3	4322063726
728	39375732899	11684556398	S	40	3	4322063705
729	39375732896	11684556404	S	40	3	4322063684
730	39375732893	11684556410	S	40	3	4322063663
731	39375732890	11684556416	S	40	3	4322063642
732	39375732887	11684556422	S	40	3	4322063621
733	39375732884	11684556428	S	40	3	4322063600
734	39375732881	11684556434	S	40	3	4322063579
735	39375732878	11684556440	S	40	3	4322063558
736	39375732875	11684556446	S	40	3	4322063537
737	39375732872	11684556452	S	40	3	4322063516
738	39375732869	11684556458	S	40	3	4322063495
739	39375732866	11684556464	S	40	3	4322063474
740	39375732863	11684556470	S	40	3	4322063453
741	39375732860	11684556476	S	40	3	4322063432
742	39375732857	11684556482	S	40	3	4322063411
743	39375732854	11684556488	S	40	3	4322063390
744	39375732851	11684556494	S	40	3	4322063369
745	39375732848	11684556500	S	40	3	4322063348
746	39375732845	11684556506	S	40	3	4322063327
747	39375732842	11684556512	S	40	3	4322063306
748	39375732839	11684556518	S	40	3	4322063285
749	39375732836	11684556524	S	40	3	4322063264
750	39375732833	11684556530	S	40	3	4322063243
751	39375732830	11684556536	S	40	3	4322063222
752	39375732827	11684556542	S	40	3	4322063201
753	39375732824	11684556548	S	40	3	4322063180
754	39375732821	11684556554	S	40	3	4322063159
755	39375732818	11684556560	S	40	3	4322063138
756	39375732815	11684556566	S	40	3	4322063117
757	39375732812	11684556572	S	40	3	4322063096
758	39375732809	11684556578	S	40	3	4322063075
759	39375732806	11684556584	S	40	3	4322063054
760	39375732803	11684556590	S	40	3	4322063033
761	39375732800	11684556596	S	40	3	4322063012
762	39375732797	11684556602	S	40	3	4322062991
763	39375732794	11684556608	S	40	3	4322062970
764	39375732791	11684556614	S	40	3	4322062949
765	39375732788	11684556620	S	40	3	4322062928
766	39375732785	11684556626	S	40	3	4322062907
767	39375732782	11684556632	S	40	3	4322062886
768	39375732779	11684556638	S	40	3	4322062865
769	39375732776	11684556644	S	40	3	4322062844
770	39375732773	11684556650	S	40	3	4322062823
771	39375732770	11684556656	S	40	3	4322062802
772	39375732767	11684556662	S	40	3	4322062781
773	39375732764	11684556668	S	40	3	4322062760
774	39375732761	11684556674	S	40	3	4322062739
775	39375732758	11684556680	S	40	3	4322062718
776	39375732755	11684556686	S	40	3	4322062697
777	39375732752	11684556692	S	40	3	4322062676
778	39375732749	11684556698	S	40	3	4322062655
779	39375732746	11684556704	S	40	3	4322062634
780	39375732743	11684556710	S	40	3	4322062613
781	39375732740	11684556716	S	40	3	4322062592
782	39375732737	11684556722	S	40	3	4322062571
783	39375732734	11684556728	S	40	3	4322062550
784	39375732731	11684556734	S	40	3	4322062529
785	39375732728	11684556740	S	40	3	4322062508
786	39375732725	11684556746	S	40	3	4322062487
787	39375732722	11684556752	S	40	3	4322062466
788	39375732719	11684556758	S	40	3	4322062445
789	39375732716	11684556764	S	40	3	4322062424
790	39375732713	11684556770	S	40	3	4322062403
791	39375732710	11684556776	S	40	3	4322062382
792	39375732707	11684556782	S	40	3	4322062361
793	39375732704	11684556788	S	40	3	4322062340
794	39375732701	11684556794	S	40	3	4322062319
795	39375732698	11684556800	S	40	3	4322062298
796	39375732695	11684556806	S	40	3	4322062277
797	39375732692	11684556812	S	40	3	4322062256
798	39375732689	11684556818	S	40	3	4322062235
799	39375732686	11684556824	S	40	3	4322062214
800	39375732683	11684556830	S	40	3	4322062193
801	39375732680	11684556836	S	40	3	4322062172
802	39375732677	11684556842	S	40	3	4322062151
803	39375732674	11684556848	S	40	3	4322062130
804	39375732671	11684556854	S	40	3	4322062109
805	39375732668	11684556860	S	40	3	4322062088
806	39375732665	11684556866	S	40	3	4322062067
807	39375732662	11684556872	S	40	3	4322062046
808	39375732659	11684556878	S	40	3	4322062025
809	39375732656	11684556884	S	40	3	4322062004
810	39375732653	11684556890	S	40	3	4322061983
811	39375732650	11684556896	S	40	3	4322061962
812	39375732647	11684556902	S	40	3	4322061941
813	39375732644	11684556908	S	40	3	4322061920
814	39375732641	11684556914	S	40	3	4322061899
815	39375732638	11684556920	S	40	3	4322061878
816	39375732635	11684556926	S	40	3	4322061857
817	39375732632	11684556932	S	40	3	4322061836
818	39375732629	11684556938	S	40	3	4322061815
819	39375732626	11684556944	S	40	3	4322061794
820	39375732623	11684556950	S	40	3	4322061773
821	39375732620	11684556956	S	40	3	4322061752
822	39375732617	11684556962	S	40	3	4322061731
823	39375732614	11684556968	S	40	3	4322061710
824	39375732611	11684556974	S	40	3	4322061689
825	39375732608	11684556980	S	40	3	4322061668
826	39375732605	11684556986	S	40	3	4322061647
827	39375732602	11684556992	S	40	3	4322061626
828	39375732599	11684556998	S	40	3	4322061605
829	39375732596	11684557004	S	40	3	4322061584
830	39375732593	11684557010	S	40	3	4322061563
831	39375732590	11684557016	S	40	3	4322061542
832	39375732587	11684557022	S	40	3	4322061521
833	39375732584	11684557028	S	40	3	4322061500
834	39375732581	11684557034	S	40	3	4322061479
835	39375732578	11684557040	S	40	3	4322061458
836	39375732575	11684557046	S	40	3	4322061437
837	39375732572	11684557052	S	40	3	4322061416
838	39375732569	11684557058	S	40	3	4322061395
839	39375732566	11684557064	S	40	3	4322061374
840	39375732563	11684557070	S	40	3	4322061353
841	39375732560	11684557076	S	40	3	4322061332
842	39375732557	11684557082	S	40	3	4322061311
843	39375732554	11684557088	S	40	3	4322061290
844	39375732551	11684557094	S	40	3	4322061269
845	39375732548	11684557100	S	40	3	4322061248
846	39375732545	11684557106	S	40	3	4322061227
847	39375732542	11684557112	S	40	3	4322061206
848	39375732539	11684557118	S	40	3	4322061185
849	39375732536	11684557124	S	40	3	4322061164
850	39375732533	11684557130	S	40	3	4322061143
851	39375732530	11684557136	S	40	3	4322061122
852	39375732527	11684557142	S	40	3	4322061101
853	39375732524	11684557148	S	40	3	4322061080
854	39375732521	11684557154	S	40	3	4322061059
855	39375732518	11684557160	S	40	3	4322061038
856	39375732515	11684557166	S	40	3	4322061017
857	39375732512	11684557172	S	40	3	4322060996
858	39375732509	11684557178	S	40	3	4322060975
859	39375732506	11684557184	S	40	3	4322060954
860	39375732503	11684557190	S	40	3	4322060933
861	39375732500	11684557196	S	40	3	4322060912
862	39375732497	11684557202	S	40	3	4322060891
863	39375732494	11684557208	S	40	3	4322060870
864	39375732491	11684557214	S	40	3	4322060849
865	39375732488	11684557220	S	40	3	4322060828
866	39375732485	11684557226	S	40	3	4322060807
867	39375732482	11684557232	S	40	3	4322060786
868	39375732479	11684557238	S	40	3	4322060765
869	39375732476	11684557244	S	40	3	4322060744
870	39375732473	11684557250	S	40	3	4322060723
871	39375732470	11684557256	S	40	3	4322060702
872	39375732467	11684557262	S	40	3	4322060681
873	39375732464	11684557268	S	40	3	4322060660
874	39375732461	11684557274	S	40	3	4322060639
875	39375732458	11684557280	S	40	3	4322060618
876	39375732455	11684557286	S	40	3	4322060597
877	39375732452	11684557292	S	40	3	4322060576
878	39375732449	11684557298	S	40	3	4322060555
879	39375732446	11684557304	S	40	3	4322060534
880	39375732443	11684557310	S	40	3	4322060513
881	39375732440	11684557316	S	40	3	4322060492
882	39375732437	11684557322	S	40	3	4322060471
883	39375732434	11684557328	S	40	3	4322060450
884	39375732431	11684557334	S	40	3	4322060429
885	39375732428	11684557340	S	40	3	4322060408
886	39375732425	11684557346	S	40	3	4322060387
887	39375732422	11684557352	S	40	3	4322060366
888	39375732419	11684557358	S	40	3	4322060345
889	39375732416	11684557364	S	40	3	4322060324
890	39375732413	11684557370	S	40	3	4322060303
891	39375732410	11684557376	S	40	3	4322060282
892	39375732407	11684557382	S	40	3	4322060261
893	39375732404	11684557388	S	40	3	4322060240
894	39375732401	11684557394	S	40	3	4322060219
895	39375732398	11684557400	S	40	3	4322060198
896	39375732395	11684557406	S	40	3	4322060177
897	39375732392	11684557412	S	40	3	4322060156
898	39375732389	11684557418	S	40	3	4322060135
899	39375732386	11684557424	S	40	3	4322060114
900	39375732383	11684557430	S	40	3	4322060093
901	39375732380	11684557436	S	40	3	4322060072
902	39375732377	11684557442	S	40	3	4322060051
903	39375732374	11684557448	S	40	3	4322060030
904	39375732371	11684557454	S	40	3	4322060009
905	39375732368	11684557460	S	40	3	4322059988
906	39375732365	11684557466	S	40	3	4322059967
907	39375732362	11684557472	S	40	3	4322059946
908	39375732359	11684557478	S	40	3	4322059925
909	39375732356	11684557484	S	40	3	4322059904
910	39375732353	11684557490	S	40	3	4322059883
911	39375732350	11684557496	S	40	3	4322059862
912	39375732347	11684557502	S	40	3	4322059841
913	39375732344	11684557508	S	40	3	4322059820
914	39375732341	11684557514	S	40	3	4322059799
915	39375732338	11684557520	S	40	3	4322059778
916	39375732335	11684557526	S	40	3	4322059757
917	39375732332	11684557532	S	40	3	4322059736
918	39375732329	11684557538	S	40	3	4322059715
919	39375732326	11684557544	S	40	3	4322059694
920	39375732323	11684557550	S	40	3	4322059673
921	39375732320	11684557556	S	40	3	4322059652
922	39375732317	11684557562	S	40	3	4322059631
923	39375732314	11684557568	S	40	3	4322059610
924	39375732311	11684557574	S	40	3	4322059589
925	39375732308	11684557580	S	40	3	4322059568
926	39375732305	11684557586	S	40	3	4322059547
927	39375732302	11684557592	S	40	3	4322059526
928	39375732299	11684557598	S	40	3	4322059505
929	39375732296	11684557604	S	40	3	4322059484
930	39375732293	11684557610	S	40	3	4322059463
931	39375732290	11684557616	S	40	3	4322059442
932	39375732287	11684557622	S	40	3	4322059421
933	39375732284	11684557628	S	40	3	4322059400
934	39375732281	11684557634	S	40	3	4322059379
935	39375732278	11684557640	S	40	3	4322059358
936	39375732275	11684557646	S	40	3	4322059337
937	39375732272	11684557652	S	40	3	4322059316
938	39375732269	11684557658	S	40	3	4322059295
939	39375732266	11684557664	S	40	3	4322059274
940	39375732263	11684557670	S	40	3	4322059253
941	39375732260	11684557676	S	40	3	4322059232
942	39375732257	11684557682	S	40	3	4322059211
943	39375732254	11684557688	S	40	3	4322059190
944	39375732251	11684557694	S	40	3	4322059169
945	39375732248	11684557700	S	40	3	4322059148
946	39375732245	11684557706	S	40	3	4322059127
947	39375732242	11684557712	S	40	3	4322059106
948	39375732239	11684557718	S	40	3	4322059085
949	39375732236	11684557724	S	40	3	4322059064
950	39375732233	11684557730	S	40	3	4322059043
951	39375732230	11684557736	S	40	3	4322059022
952	39375732227	11684557742	S	40	3	4322059001
953	39375732224	11684557748	S	40	3	4322058980
954	39375732221	11684557754	S	40	3	4322058959
955	39375732218	11684557760	S	40	3	4322058938
956	39375732215	11684557766	S	40	3	4322058917
957	39375732212	11684557772	S	40	3	4322058896
958	39375732209	11684557778	S	40	3	4322058875
959	39375732206	11684557784	S	40	3	4322058854
960	39375732203	11684557790	S	40	3	4322058833
961	39375732200	11684557796	S	40	3	4322058812
962	39375732197	11684557802	S	40	3	4322058791
963	39375732194	11684557808	S	40	3	4322058770
964	39375732191	11684557814	S	40	3	4322058749
965	39375732188	11684557820	S	40	3	4322058728
966	39375732185	11684557826	S	40	3	4322058707
967	39375732182	11684557832	S	40	3	4322058686
968	39375732179	11684557838	S	40	3	4322058665
969	39375732176	11684557844	S	40	3	4322058644
970	39375732173	11684557850	S	40	3	4322058623
971	39375732170	11684557856	S	40	3	4322058602
972	39375732167	11684557862	S	40	3	4322058581
973	39375732164	11684557868	S	40	3	4322058560
974	39375732161	11684557874	S	40	3	4322058539
975	39375732158	11684557880	S	40	3	4322058518
976	39375732155	11684557886	S	40	3	4322058497
977	39375732152	11684557892	S	40	3	4322058476
978	39375732149	11684557898	S	40	3	4322058455
979	39375732146	11684557904	S	40	3	4322058434
980	39375732143	11684557910	S	40	3	4322058413
